,class,length,Diam,height,whole,shu,Vis,shell,rings
784,1,0.65,0.525,0.185,1.622,0.6645,0.3225,0.477,10
785,0,0.655,0.46,0.16,1.494,0.6895,0.331,0.1825,9
786,0,0.655,0.51,0.175,1.6525,0.8515,0.3365,0.403,10
787,0,0.66,0.505,0.185,1.528,0.69,0.3025,0.441,11
788,1,0.66,0.535,0.19,1.5905,0.6425,0.297,0.5175,9
789,1,0.66,0.495,0.195,1.6275,0.594,0.3595,0.485,10
790,0,0.66,0.475,0.18,1.3695,0.641,0.294,0.335,6
791,1,0.67,0.525,0.165,1.6085,0.682,0.3145,0.4005,11
792,0,0.675,0.57,0.225,1.587,0.739,0.2995,0.435,10
793,0,0.675,0.565,0.195,1.8375,0.7645,0.3615,0.553,12
794,1,0.68,0.535,0.185,1.607,0.7245,0.3215,0.498,12
795,1,0.69,0.525,0.175,1.7005,0.8255,0.362,0.405,8
796,1,0.69,0.505,0.2,1.872,0.893,0.4015,0.48,10
797,0,0.695,0.535,0.175,1.8385,0.8035,0.396,0.503,10
798,0,0.705,0.535,0.18,1.685,0.693,0.42,0.4045,12
799,1,0.71,0.565,0.205,2.198,1.012,0.5225,0.5475,11
800,1,0.715,0.565,0.175,1.9525,0.7645,0.4185,0.4135,10
801,0,0.715,0.525,0.185,1.56,0.6655,0.383,0.405,11
802,0,0.735,0.6,0.22,2.555,1.1335,0.44,0.6,11
803,1,0.765,0.6,0.22,2.302,1.007,0.509,0.6205,12
804,1,0.43,0.335,0.12,0.397,0.1985,0.0865,0.1035,7
805,1,0.47,0.36,0.105,0.544,0.27,0.1395,0.129,7
806,1,0.49,0.465,0.125,0.5225,0.235,0.13,0.141,7
807,1,0.5,0.39,0.125,0.5215,0.2485,0.117,0.131,6
808,0,0.505,0.39,0.125,0.5445,0.246,0.15,0.1405,7
809,0,0.51,0.4,0.125,0.545,0.261,0.115,0.1385,6
810,1,0.52,0.4,0.145,0.7765,0.3525,0.1845,0.185,9
811,0,0.52,0.46,0.15,1.019,0.523,0.1985,0.254,7
812,1,0.525,0.405,0.12,0.7555,0.3755,0.1555,0.201,9
813,1,0.545,0.39,0.135,0.7835,0.4225,0.1815,0.156,7
814,1,0.545,0.41,0.12,0.793,0.434,0.1405,0.19,9
815,1,0.545,0.415,0.14,0.82,0.4615,0.127,0.218,9
816,0,0.55,0.415,0.135,0.8145,0.427,0.1855,0.175,8
817,0,0.55,0.43,0.15,0.84,0.395,0.195,0.223,8
818,1,0.55,0.425,0.15,0.8315,0.411,0.1765,0.2165,10
819,1,0.56,0.43,0.145,0.8995,0.464,0.1775,0.234,9
820,1,0.56,0.445,0.16,0.8965,0.42,0.2175,0.2215,8
821,0,0.56,0.44,0.155,0.6405,0.336,0.1765,0.245,8
822,1,0.56,0.415,0.145,0.852,0.43,0.1885,0.205,8
823,1,0.565,0.455,0.15,0.9595,0.4565,0.2395,0.23,9
824,1,0.565,0.435,0.15,0.99,0.5795,0.1825,0.206,8
825,0,0.565,0.45,0.175,1.0095,0.447,0.2375,0.2645,9
826,1,0.57,0.46,0.15,1.0375,0.5415,0.2035,0.25,9
827,0,0.57,0.445,0.145,0.8775,0.412,0.217,0.22,8
828,0,0.575,0.46,0.145,0.9945,0.466,0.229,0.265,7
829,0,0.575,0.45,0.16,1.068,0.556,0.214,0.2575,10
830,1,0.575,0.435,0.14,0.8455,0.401,0.191,0.222,9
831,0,0.575,0.47,0.165,0.869,0.435,0.197,0.238,9
832,1,0.575,0.455,0.135,0.907,0.4245,0.197,0.26,9
833,1,0.575,0.445,0.17,1.0225,0.549,0.2175,0.228,9
834,1,0.575,0.445,0.145,0.847,0.415,0.1945,0.22,9
835,1,0.58,0.455,0.15,1.114,0.4765,0.2155,0.265,8
836,1,0.58,0.455,0.195,1.859,0.945,0.426,0.441,9
837,1,0.58,0.445,0.135,0.814,0.3775,0.1915,0.22,9
838,1,0.58,0.45,0.14,0.9615,0.486,0.1815,0.253,9
839,1,0.58,0.45,0.145,1.0025,0.547,0.1975,0.2295,8
840,0,0.58,0.45,0.155,0.93,0.385,0.246,0.265,9
841,1,0.585,0.46,0.145,0.9335,0.478,0.1825,0.235,9
842,1,0.585,0.465,0.16,0.9555,0.4595,0.236,0.265,7
843,1,0.59,0.47,0.15,0.9955,0.481,0.232,0.24,8
844,0,0.6,0.475,0.16,1.0265,0.485,0.2495,0.2565,9
845,1,0.6,0.455,0.17,1.1915,0.696,0.2395,0.24,8
846,0,0.6,0.465,0.15,1.1025,0.5455,0.262,0.25,8
847,1,0.6,0.465,0.155,1.0165,0.512,0.2465,0.225,10
848,0,0.605,0.47,0.165,1.1775,0.611,0.2275,0.292,9
849,1,0.605,0.475,0.14,1.1175,0.555,0.257,0.274,9
850,1,0.605,0.48,0.17,1.1835,0.582,0.2365,0.317,10
851,0,0.605,0.475,0.165,1.056,0.433,0.2195,0.357,9
852,1,0.61,0.485,0.16,1.0145,0.5315,0.212,0.2415,8
853,1,0.61,0.485,0.145,1.3305,0.783,0.2255,0.2865,9
854,1,0.61,0.47,0.165,1.052,0.498,0.242,0.267,9
855,1,0.615,0.46,0.17,1.0565,0.4815,0.272,0.27,10
856,0,0.615,0.465,0.15,0.923,0.4615,0.1825,0.2415,9
857,0,0.615,0.475,0.155,1.027,0.447,0.25,0.285,9
858,1,0.62,0.47,0.135,1.0195,0.5315,0.2005,0.2475,8
859,1,0.62,0.45,0.2,0.858,0.4285,0.1525,0.2405,8
860,0,0.62,0.48,0.16,1.1125,0.5635,0.2445,0.281,8
861,0,0.625,0.485,0.175,1.3745,0.7335,0.2715,0.332,9
862,1,0.625,0.48,0.185,1.2065,0.587,0.29,0.286,8
863,1,0.63,0.47,0.155,1.1325,0.589,0.211,0.287,8
864,1,0.63,0.5,0.175,1.2645,0.5635,0.3065,0.3425,10
865,0,0.635,0.495,0.015,1.1565,0.5115,0.308,0.2885,9
866,1,0.64,0.515,0.165,1.369,0.632,0.3415,0.358,10
867,1,0.645,0.53,0.195,1.39,0.6465,0.2945,0.3735,10
868,0,0.645,0.48,0.17,1.1345,0.528,0.254,0.305,10
869,0,0.65,0.5,0.19,1.464,0.6415,0.339,0.4245,9
870,1,0.65,0.5,0.155,1.202,0.565,0.3135,0.294,11
871,1,0.655,0.515,0.16,1.31,0.553,0.369,0.345,11
872,0,0.655,0.51,0.175,1.415,0.5885,0.3725,0.364,10
873,0,0.66,0.53,0.185,1.346,0.546,0.2705,0.476,11
874,1,0.665,0.525,0.16,1.363,0.629,0.279,0.34,8
875,0,0.67,0.505,0.205,1.3645,0.6075,0.3025,0.353,9
876,0,0.685,0.54,0.215,1.7025,0.664,0.3655,0.4735,14
877,1,0.685,0.52,0.165,1.519,0.699,0.3685,0.4,10
878,0,0.69,0.54,0.155,1.454,0.624,0.3105,0.39,9
879,1,0.69,0.53,0.21,1.583,0.7355,0.405,0.3865,12
880,0,0.69,0.53,0.17,1.5535,0.7945,0.3485,0.3695,9
881,1,0.695,0.56,0.185,1.74,0.885,0.3715,0.4375,10
882,1,0.7,0.565,0.18,1.751,0.895,0.3355,0.446,9
883,1,0.7,0.575,0.19,2.273,1.095,0.418,0.638,12
884,0,0.7,0.525,0.19,1.6465,0.8545,0.307,0.3995,9
885,0,0.705,0.55,0.17,1.219,0.6395,0.236,0.301,9
886,0,0.71,0.56,0.18,1.652,0.735,0.381,0.4525,11
887,1,0.715,0.55,0.19,2.0045,1.0465,0.407,0.5075,12
888,1,0.715,0.535,0.19,1.6755,0.889,0.313,0.42,10
889,0,0.72,0.58,0.195,2.103,1.0265,0.48,0.5375,10
890,0,0.72,0.55,0.2,1.9965,0.9035,0.469,0.5215,10
891,1,0.72,0.565,0.145,1.187,0.691,0.1945,0.2685,8
892,1,0.725,0.505,0.185,1.978,1.026,0.4255,0.4505,12
893,0,0.73,0.575,0.185,1.8795,0.931,0.38,0.4825,12
894,1,0.735,0.585,0.185,2.124,0.952,0.55,0.5,11
895,1,0.745,0.565,0.215,1.931,0.896,0.4585,0.5,11
896,0,0.75,0.57,0.21,2.236,1.109,0.5195,0.545,11
897,0,0.755,0.625,0.21,2.505,1.1965,0.513,0.6785,11
898,1,0.755,0.58,0.205,2.0065,0.8295,0.4015,0.595,10
899,0,0.78,0.63,0.215,2.657,1.488,0.4985,0.586,11
900,0,0.455,0.365,0.115,0.4305,0.184,0.108,0.1245,8
901,0,0.46,0.365,0.125,0.4785,0.206,0.1045,0.141,8
902,1,0.495,0.395,0.12,0.553,0.224,0.1375,0.167,8
903,1,0.5,0.42,0.135,0.6765,0.302,0.1415,0.2065,9
904,1,0.525,0.42,0.155,0.842,0.428,0.1415,0.2045,9
905,0,0.535,0.41,0.13,0.7145,0.335,0.144,0.2075,9
906,1,0.535,0.435,0.15,0.717,0.3475,0.1445,0.194,9
907,0,0.54,0.42,0.145,0.8655,0.4315,0.163,0.2175,10
908,0,0.545,0.445,0.15,0.8,0.3535,0.163,0.207,9
909,0,0.55,0.405,0.125,0.651,0.2965,0.137,0.2,9
910,1,0.55,0.43,0.15,0.8745,0.413,0.1905,0.248,9
911,1,0.555,0.44,0.14,0.8705,0.407,0.156,0.255,9
912,0,0.56,0.445,0.155,1.224,0.5565,0.3225,0.2695,10
913,0,0.565,0.45,0.145,0.8495,0.4215,0.1685,0.225,8
914,1,0.565,0.445,0.15,0.796,0.3635,0.184,0.219,8
915,1,0.565,0.39,0.125,0.744,0.352,0.13,0.1685,11
916,0,0.57,0.46,0.135,0.9795,0.397,0.2525,0.2655,9
917,1,0.57,0.435,0.17,0.873,0.382,0.183,0.2705,10
918,1,0.57,0.435,0.125,0.8965,0.383,0.1835,0.275,9
919,0,0.575,0.42,0.135,0.857,0.461,0.147,0.2125,10
920,0,0.575,0.48,0.165,1.078,0.511,0.2095,0.306,9
921,1,0.575,0.46,0.155,0.892,0.4415,0.176,0.22,10
922,1,0.58,0.46,0.155,1.4395,0.6715,0.273,0.2955,10
923,1,0.58,0.455,0.135,0.7955,0.405,0.167,0.204,10
924,0,0.58,0.445,0.15,0.858,0.4,0.156,0.253,8
925,1,0.585,0.465,0.155,0.9145,0.4555,0.1965,0.235,9
926,1,0.585,0.49,0.185,1.171,0.522,0.2535,0.335,10
927,1,0.585,0.46,0.165,1.1135,0.5825,0.2345,0.274,10
928,1,0.585,0.47,0.165,1.409,0.8,0.229,0.295,10
929,1,0.585,0.475,0.15,1.065,0.5315,0.199,0.2885,10
930,1,0.585,0.45,0.18,0.7995,0.336,0.1855,0.237,8
931,1,0.59,0.47,0.18,1.187,0.5985,0.227,0.31,9
932,1,0.59,0.455,0.155,0.8855,0.388,0.188,0.275,10
933,0,0.595,0.465,0.15,0.98,0.4115,0.196,0.2255,10
934,0,0.595,0.465,0.155,1.026,0.4645,0.112,0.305,12
935,1,0.6,0.475,0.17,1.1315,0.508,0.272,0.309,10
936,1,0.6,0.48,0.155,1.014,0.451,0.1885,0.325,11
937,0,0.6,0.465,0.155,1.04,0.4755,0.25,0.28,11
938,0,0.6,0.455,0.145,0.8895,0.419,0.1715,0.269,10
939,1,0.6,0.46,0.155,0.9595,0.4455,0.189,0.295,11
940,1,0.605,0.49,0.14,0.9755,0.419,0.206,0.315,10
941,0,0.605,0.475,0.175,1.076,0.463,0.2195,0.335,9
942,0,0.605,0.47,0.16,1.0835,0.5405,0.2215,0.275,12
943,1,0.61,0.45,0.15,0.871,0.407,0.1835,0.25,10
944,1,0.61,0.48,0.165,1.244,0.6345,0.257,0.305,12
945,1,0.61,0.475,0.17,1.0265,0.435,0.2335,0.3035,10
946,1,0.61,0.48,0.17,1.137,0.4565,0.29,0.347,10
947,1,0.61,0.46,0.16,1,0.494,0.197,0.275,10
948,0,0.615,0.475,0.155,1.004,0.4475,0.193,0.2895,10
949,1,0.615,0.47,0.165,1.128,0.4465,0.2195,0.34,10
950,1,0.615,0.5,0.17,1.054,0.4845,0.228,0.295,10
951,0,0.615,0.475,0.165,1.023,0.4905,0.1955,0.3035,12
952,1,0.615,0.475,0.17,1.129,0.4795,0.302,0.3,10
953,1,0.615,0.48,0.175,1.118,0.446,0.3195,0.3,9
954,0,0.615,0.475,0.155,1.115,0.484,0.2115,0.355,10
955,1,0.62,0.51,0.175,1.2815,0.5715,0.2385,0.39,10
956,1,0.62,0.495,0.18,1.2555,0.5765,0.254,0.355,12
957,0,0.62,0.5,0.15,1.293,0.596,0.3135,0.354,10
958,0,0.62,0.475,0.16,1.1295,0.463,0.2685,0.33,10
959,1,0.625,0.455,0.17,1.082,0.4955,0.2345,0.315,9
960,0,0.625,0.505,0.175,1.15,0.5475,0.256,0.3045,11
961,0,0.625,0.515,0.16,1.264,0.5715,0.326,0.321,9
962,0,0.625,0.48,0.155,1.2035,0.5865,0.239,0.3185,12
963,0,0.63,0.485,0.17,1.3205,0.5945,0.345,0.345,9
964,1,0.63,0.485,0.145,1.062,0.5065,0.1785,0.3365,12
965,1,0.63,0.495,0.16,1.093,0.497,0.221,0.315,12
966,1,0.635,0.49,0.16,1.101,0.534,0.1865,0.3455,10
967,0,0.635,0.5,0.165,1.4595,0.705,0.2645,0.39,9
968,0,0.635,0.495,0.175,1.211,0.707,0.2725,0.323,9
969,1,0.635,0.475,0.17,1.1935,0.5205,0.2695,0.3665,10
970,1,0.635,0.51,0.155,0.986,0.405,0.2255,0.31,10
971,1,0.64,0.565,0.23,1.521,0.644,0.372,0.406,15
972,1,0.64,0.525,0.18,1.3135,0.4865,0.2995,0.4075,10
973,1,0.645,0.51,0.16,1.1835,0.556,0.2385,0.345,11
974,1,0.645,0.5,0.195,1.401,0.6165,0.3515,0.3725,10
975,1,0.645,0.525,0.16,1.5075,0.7455,0.245,0.4325,11
976,0,0.65,0.505,0.165,1.16,0.4785,0.274,0.349,11
977,0,0.65,0.59,0.22,1.662,0.77,0.378,0.435,11
978,1,0.65,0.525,0.175,1.5365,0.6865,0.3585,0.405,11
979,1,0.65,0.51,0.19,1.542,0.7155,0.3735,0.375,9
980,0,0.65,0.51,0.17,1.567,0.7245,0.349,0.391,10
981,0,0.655,0.525,0.19,1.3595,0.564,0.3215,0.3985,10
982,1,0.655,0.535,0.205,1.6445,0.7305,0.3595,0.46,13
983,0,0.655,0.52,0.19,1.4545,0.6,0.3865,0.383,10
984,1,0.655,0.49,0.175,1.3585,0.6395,0.294,0.365,10
985,0,0.66,0.495,0.21,1.548,0.724,0.3525,0.3925,10
986,0,0.66,0.515,0.17,1.337,0.615,0.3125,0.3575,10
987,0,0.665,0.53,0.18,1.491,0.6345,0.342,0.435,10
988,0,0.67,0.53,0.225,1.5615,0.63,0.487,0.3725,11
989,0,0.67,0.505,0.175,1.0145,0.4375,0.271,0.3745,10
990,1,0.675,0.545,0.185,1.7375,0.876,0.3135,0.469,13
991,1,0.685,0.545,0.205,1.7925,0.8145,0.416,0.461,9
992,0,0.695,0.565,0.19,1.7635,0.7465,0.399,0.4975,11
993,0,0.7,0.545,0.13,1.556,0.6725,0.374,0.195,12
994,1,0.705,0.565,0.515,2.21,1.1075,0.4865,0.512,10
995,1,0.705,0.555,0.215,2.141,1.0465,0.383,0.528,11
996,0,0.705,0.57,0.18,1.5345,0.96,0.4195,0.43,12
997,0,0.71,0.55,0.17,1.614,0.743,0.345,0.45,11
998,0,0.72,0.575,0.17,1.9335,0.913,0.389,0.51,13
999,1,0.72,0.575,0.215,2.173,0.9515,0.564,0.5365,12
1000,0,0.725,0.6,0.2,1.737,0.697,0.3585,0.595,11
1001,0,0.73,0.58,0.19,1.7375,0.6785,0.4345,0.52,11
1002,0,0.735,0.565,0.205,2.1275,0.949,0.46,0.565,12
1003,0,0.745,0.57,0.215,2.25,1.1565,0.446,0.558,9
1004,0,0.75,0.61,0.235,2.5085,1.232,0.519,0.612,14
1005,0,0.815,0.65,0.25,2.255,0.8905,0.42,0.7975,14
1006,1,0.415,0.315,0.115,0.3895,0.2015,0.065,0.103,9
1007,1,0.44,0.32,0.12,0.4565,0.2435,0.092,0.1025,8
1008,1,0.45,0.335,0.125,0.4475,0.2165,0.126,0.11,6
1009,1,0.475,0.37,0.125,0.649,0.347,0.136,0.142,8
1010,0,0.475,0.365,0.115,0.566,0.281,0.117,0.1335,7
1011,1,0.485,0.39,0.085,0.6435,0.2945,0.103,0.198,8
1012,1,0.485,0.37,0.13,0.526,0.2485,0.105,0.1555,6
1013,0,0.495,0.38,0.12,0.573,0.2655,0.1285,0.144,7
1014,1,0.505,0.385,0.105,0.5525,0.239,0.1245,0.1555,9
1015,0,0.505,0.38,0.135,0.6855,0.361,0.1565,0.161,9
1016,1,0.515,0.425,0.145,0.9365,0.497,0.181,0.2185,8
1017,1,0.52,0.4,0.125,0.559,0.254,0.139,0.149,8
1018,1,0.525,0.4,0.14,0.7205,0.3685,0.145,0.1735,8
1019,1,0.53,0.4,0.125,0.7575,0.398,0.151,0.175,8
1020,0,0.545,0.41,0.14,0.7405,0.3565,0.1775,0.203,9
1021,0,0.55,0.43,0.14,0.84,0.375,0.218,0.1945,8
1022,1,0.55,0.425,0.16,0.793,0.343,0.2035,0.215,9
1023,0,0.56,0.43,0.15,0.8745,0.453,0.161,0.22,8
1024,0,0.56,0.435,0.15,0.8715,0.4755,0.1835,0.1835,9
1025,1,0.57,0.445,0.15,0.9875,0.504,0.207,0.249,8
1026,1,0.575,0.465,0.15,1.08,0.595,0.2065,0.238,9
1027,1,0.575,0.46,0.165,0.9155,0.4005,0.2465,0.2385,8
1028,0,0.58,0.46,0.175,1.165,0.65,0.2205,0.3055,9
1029,0,0.58,0.435,0.14,0.953,0.475,0.2165,0.2095,9
1030,1,0.585,0.455,0.15,0.906,0.4095,0.23,0.2335,8
1031,1,0.59,0.44,0.15,0.8725,0.387,0.215,0.245,8
1032,0,0.59,0.465,0.15,1.151,0.613,0.239,0.2515,9
1033,0,0.59,0.46,0.145,0.9905,0.453,0.2205,0.275,8
1034,0,0.595,0.455,0.16,1.04,0.452,0.2655,0.288,9
1035,1,0.6,0.455,0.155,0.945,0.4365,0.2085,0.25,8
1036,1,0.6,0.465,0.2,1.259,0.6405,0.1985,0.357,9
1037,0,0.605,0.485,0.165,0.9515,0.4535,0.193,0.2765,11
1038,0,0.605,0.485,0.16,1.201,0.417,0.2875,0.38,9
1039,0,0.605,0.515,0.17,1.289,0.6,0.2945,0.3315,9
1040,0,0.61,0.485,0.17,1.1005,0.5125,0.229,0.305,11
1041,1,0.62,0.485,0.155,1.049,0.462,0.231,0.25,10
1042,0,0.62,0.435,0.155,1.012,0.477,0.236,0.275,8
1043,1,0.62,0.48,0.165,1.0725,0.4815,0.235,0.312,9
1044,1,0.625,0.52,0.175,1.4105,0.691,0.322,0.3465,10
1045,1,0.625,0.47,0.18,1.136,0.451,0.3245,0.305,11
1046,1,0.63,0.47,0.145,1.1005,0.52,0.26,0.276,9
1047,0,0.63,0.5,0.175,1.1105,0.467,0.268,0.329,10
1048,1,0.63,0.455,0.15,1.1315,0.481,0.2745,0.305,9
1049,1,0.63,0.48,0.15,1.271,0.6605,0.2425,0.31,11
1050,0,0.63,0.49,0.225,1.336,0.6805,0.259,0.3245,10
1051,0,0.635,0.505,0.145,1.1345,0.505,0.2655,0.315,10
1052,1,0.635,0.51,0.185,1.308,0.544,0.318,0.377,8
1053,0,0.64,0.515,0.205,1.5335,0.6635,0.3345,0.4025,9
1054,0,0.645,0.515,0.175,1.546,0.7035,0.365,0.415,10
1055,1,0.645,0.51,0.155,1.539,0.6405,0.3585,0.43,11
1056,0,0.645,0.505,0.165,1.318,0.55,0.3015,0.335,11
1057,0,0.65,0.545,0.175,1.5245,0.59,0.326,0.495,10
1058,1,0.65,0.515,0.175,1.466,0.677,0.3045,0.4,10
1059,0,0.65,0.5,0.16,1.3825,0.702,0.304,0.3195,9
1060,1,0.65,0.485,0.14,1.175,0.475,0.2435,0.215,8
1061,0,0.655,0.54,0.215,1.5555,0.695,0.296,0.444,11
1062,1,0.655,0.51,0.215,1.7835,0.8885,0.4095,0.4195,11
1063,1,0.66,0.505,0.165,1.374,0.589,0.351,0.345,10
1064,0,0.665,0.515,0.18,1.389,0.5945,0.324,0.395,10
1065,1,0.67,0.545,0.2,1.7025,0.833,0.374,0.41,11
1066,1,0.67,0.51,0.175,1.5265,0.651,0.4475,0.345,10
1067,1,0.67,0.5,0.19,1.519,0.616,0.388,0.415,10
1068,0,0.68,0.5,0.185,1.741,0.7665,0.3255,0.4685,12
1069,1,0.68,0.515,0.17,1.6115,0.8415,0.306,0.395,11
1070,1,0.69,0.525,0.2,1.7825,0.9165,0.3325,0.461,12
1071,0,0.7,0.55,0.17,1.684,0.7535,0.3265,0.32,11
1072,1,0.7,0.555,0.2,1.858,0.73,0.3665,0.595,11
1073,1,0.705,0.56,0.165,1.675,0.797,0.4095,0.388,10
1074,1,0.72,0.565,0.2,2.1055,1.017,0.363,0.494,12
1075,1,0.725,0.575,0.24,2.21,1.351,0.413,0.5015,13
1076,1,0.74,0.57,0.18,1.8725,0.9115,0.427,0.446,10
1077,1,0.75,0.55,0.18,1.893,0.942,0.397,0.445,11
1078,1,0.475,0.36,0.1,0.4285,0.1965,0.099,0.112,7
1079,1,0.48,0.355,0.16,0.464,0.221,0.106,0.239,8
1080,0,0.515,0.375,0.11,0.6065,0.3005,0.131,0.15,6
1081,1,0.525,0.415,0.145,0.845,0.3525,0.1635,0.2875,8
1082,1,0.525,0.4,0.155,0.707,0.282,0.1605,0.225,9
1083,1,0.54,0.455,0.14,0.972,0.419,0.255,0.269,10
1084,1,0.55,0.435,0.14,0.7625,0.327,0.1685,0.259,10
1085,1,0.56,0.425,0.135,0.849,0.3265,0.221,0.2645,10
1086,0,0.565,0.44,0.15,0.863,0.435,0.149,0.27,9
1087,1,0.565,0.44,0.125,0.802,0.3595,0.1825,0.215,9
1088,1,0.565,0.43,0.15,0.831,0.4245,0.1735,0.219,10
1089,0,0.57,0.45,0.135,0.7805,0.3345,0.185,0.21,8
1090,1,0.57,0.45,0.14,0.795,0.3385,0.148,0.245,9
1091,1,0.575,0.455,0.165,0.867,0.3765,0.1805,0.268,8
1092,0,0.575,0.47,0.155,1.116,0.509,0.238,0.34,10
1093,1,0.575,0.47,0.185,0.985,0.3745,0.2175,0.355,10
1094,0,0.575,0.465,0.195,0.9965,0.417,0.247,0.47,8
1095,0,0.575,0.435,0.15,1.0305,0.4605,0.218,0.36,8
1096,1,0.575,0.445,0.16,0.839,0.4005,0.198,0.239,9
1097,1,0.575,0.44,0.16,0.9615,0.483,0.166,0.275,13
1098,0,0.58,0.435,0.15,0.834,0.428,0.1515,0.23,8
1099,1,0.58,0.46,0.155,1.0335,0.469,0.2225,0.295,10
1100,1,0.58,0.43,0.13,0.798,0.365,0.173,0.2285,10
1101,0,0.585,0.445,0.14,0.913,0.4305,0.2205,0.253,10
1102,1,0.59,0.49,0.165,1.207,0.559,0.235,0.309,10
1103,0,0.595,0.435,0.15,0.9,0.4175,0.17,0.265,8
1104,1,0.595,0.45,0.14,0.838,0.3965,0.194,0.217,10
1105,1,0.595,0.45,0.145,0.959,0.463,0.2065,0.2535,10
1106,0,0.6,0.46,0.155,0.9735,0.427,0.2045,0.3,8
1107,0,0.6,0.475,0.15,1.13,0.575,0.196,0.305,9
1108,1,0.6,0.48,0.165,0.9165,0.4135,0.1965,0.2725,9
1109,0,0.6,0.48,0.18,1.0645,0.4495,0.2455,0.325,10
1110,1,0.6,0.47,0.165,1.059,0.504,0.241,0.275,9
1111,1,0.6,0.47,0.16,1.194,0.5625,0.3045,0.2635,10
1112,0,0.605,0.455,0.145,0.9775,0.468,0.1775,0.275,9
1113,1,0.605,0.475,0.145,0.884,0.3835,0.1905,0.27,8
1114,0,0.605,0.48,0.14,0.991,0.4735,0.2345,0.24,8
1115,0,0.605,0.47,0.155,0.974,0.393,0.224,0.3345,9
1116,0,0.605,0.505,0.18,1.434,0.7285,0.264,0.431,11
1117,1,0.61,0.475,0.155,0.983,0.4565,0.228,0.266,10
1118,0,0.61,0.465,0.16,1.0725,0.4835,0.2515,0.28,10
1119,0,0.61,0.485,0.15,1.2405,0.6025,0.2915,0.3085,12
1120,1,0.61,0.47,0.16,1.022,0.449,0.2345,0.2945,9
1121,0,0.61,0.475,0.16,1.1155,0.3835,0.223,0.379,10
1122,1,0.61,0.47,0.17,1.1185,0.5225,0.2405,0.31,9
1123,0,0.61,0.485,0.18,1.2795,0.5735,0.2855,0.355,7
1124,1,0.615,0.47,0.16,1.0175,0.473,0.2395,0.28,10
1125,1,0.615,0.475,0.175,1.224,0.6035,0.261,0.311,9
1126,0,0.62,0.515,0.155,1.3255,0.6685,0.2605,0.335,12
1127,1,0.62,0.515,0.175,1.221,0.535,0.241,0.395,13
1128,0,0.62,0.54,0.165,1.139,0.4995,0.2435,0.357,11
1129,0,0.62,0.48,0.18,1.2215,0.582,0.2695,0.313,12
1130,1,0.62,0.48,0.15,1.266,0.6285,0.2575,0.309,12
1131,0,0.62,0.48,0.175,1.0405,0.464,0.2225,0.3,9
1132,1,0.625,0.49,0.165,1.1165,0.4895,0.2615,0.3325,11
1133,1,0.625,0.475,0.16,1.0845,0.5005,0.2355,0.3105,10
1134,1,0.625,0.5,0.17,1.0985,0.4645,0.22,0.354,9
1135,0,0.625,0.485,0.175,1.362,0.6765,0.2615,0.3705,10
1136,1,0.63,0.505,0.17,1.0915,0.4615,0.266,0.3,9
1137,0,0.63,0.5,0.18,1.1965,0.514,0.2325,0.3995,8
1138,1,0.63,0.49,0.17,1.1745,0.5255,0.273,0.339,11
1139,1,0.63,0.485,0.165,1.233,0.6565,0.2315,0.3035,10
1140,1,0.63,0.495,0.175,1.2695,0.605,0.271,0.328,11
1141,1,0.635,0.5,0.17,1.4345,0.611,0.309,0.418,12
1142,0,0.635,0.49,0.175,1.2435,0.5805,0.313,0.305,10
1143,0,0.635,0.49,0.17,1.2615,0.5385,0.2665,0.38,9
1144,0,0.64,0.505,0.165,1.2235,0.5215,0.2695,0.36,10
1145,1,0.64,0.515,0.18,1.247,0.5475,0.2925,0.3685,10
1146,1,0.64,0.525,0.185,1.707,0.763,0.4205,0.4435,11
1147,1,0.645,0.505,0.15,1.1605,0.519,0.2615,0.335,10
1148,1,0.645,0.5,0.175,1.286,0.5645,0.288,0.386,12
1149,1,0.645,0.5,0.19,1.5595,0.741,0.3715,0.3845,14
1150,1,0.645,0.51,0.19,1.4745,0.605,0.345,0.48,9
1151,1,0.645,0.51,0.195,1.226,0.5885,0.2215,0.3745,10
1152,1,0.645,0.51,0.16,1.33,0.6665,0.309,0.317,9
1153,0,0.645,0.51,0.16,1.2415,0.5815,0.276,0.315,9
1154,1,0.645,0.5,0.175,1.3375,0.554,0.308,0.415,10
1155,0,0.645,0.51,0.19,1.363,0.573,0.362,0.36,10
1156,1,0.645,0.485,0.15,1.2215,0.5695,0.2735,0.33,9
1157,0,0.645,0.48,0.19,1.371,0.6925,0.2905,0.35,12
1158,0,0.65,0.495,0.155,1.337,0.615,0.3195,0.335,9
1159,1,0.65,0.505,0.19,1.274,0.59,0.23,0.391,11
1160,1,0.65,0.525,0.185,1.488,0.665,0.337,0.378,11
1161,1,0.65,0.51,0.16,1.3835,0.6385,0.2905,0.3665,9
1162,1,0.655,0.55,0.18,1.274,0.586,0.281,0.365,10
1163,0,0.655,0.51,0.15,1.043,0.4795,0.223,0.305,9
1164,0,0.655,0.505,0.19,1.3485,0.5935,0.2745,0.425,12
1165,0,0.655,0.505,0.195,1.4405,0.688,0.3805,0.363,11
1166,1,0.66,0.5,0.165,1.3195,0.667,0.269,0.341,9
1167,0,0.66,0.535,0.175,1.5175,0.711,0.3125,0.415,12
1168,1,0.66,0.53,0.195,1.5505,0.6505,0.3295,0.495,10
1169,1,0.66,0.51,0.165,1.6375,0.7685,0.3545,0.3925,14
